batch_id,test_date,drug_id,drug_name,supplier_id,supplier_name,purity_pct,contamination_ppm,dissolution_min,moisture_pct,sterility_pass,overall_pass,quality_trend
BAT01778,2021-04-25,DRG004,Metformin HCl,SUP022,Cristalia Brazil API,83.63,7.36,39.9,2.16,True,False,declining
BAT00449,2021-04-25,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,85.29,7.3,34.9,1.69,True,False,declining
BAT01480,2021-04-25,DRG003,Atorvastatin Calcium,SUP016,Pfizer CentreOne API,97.98,1.36,38.2,1.48,True,True,stable
BAT01275,2021-04-26,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,97.79,1.07,32.4,1.2,True,True,stable
BAT00421,2021-04-26,DRG004,Metformin HCl,SUP004,Laurus Labs Synthesis,84.12,7.94,35.3,1.72,True,False,declining
BAT00877,2021-04-26,DRG001,Lisinopril,SUP008,CSPC Pharma Intermediates,83.36,8.09,37.1,1.34,True,False,stable
BAT00728,2021-04-27,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,84.07,8.38,38.1,1.91,True,False,stable
BAT01048,2021-04-27,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,81.4,9.3,34.1,2.59,True,False,stable
BAT01432,2021-04-27,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,91.75,4.45,29.8,2.1,True,False,stable
BAT01761,2021-04-28,DRG014,Pantoprazole Sodium,SUP021,Aspen Pharmacare API,88.31,6.81,36.2,2.22,True,False,stable
BAT00824,2021-04-28,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,80.0,10.5,35.2,1.58,True,False,declining
BAT00072,2021-04-29,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,88.44,5.63,36.0,1.82,True,False,stable
BAT01185,2021-04-29,DRG015,Sertraline HCl,SUP010,Novartis API GmbH,96.24,1.92,31.0,1.9,True,True,stable
BAT00592,2021-04-29,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,93.6,3.4,33.5,1.71,True,False,stable
BAT01385,2021-04-30,DRG004,Metformin HCl,SUP015,Polpharma API Poland,90.33,4.26,32.1,1.8,True,False,stable
BAT01514,2021-05-01,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,97.82,0.92,28.6,1.75,False,False,stable
BAT00450,2021-05-02,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,84.62,7.74,35.5,1.55,True,False,declining
BAT01011,2021-05-02,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,80.66,10.18,37.2,1.83,True,False,stable
BAT00767,2021-05-02,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,83.98,8.4,35.0,2.13,True,False,stable
BAT01359,2021-05-02,DRG001,Lisinopril,SUP015,Polpharma API Poland,90.78,4.34,36.6,1.54,True,False,stable
BAT00692,2021-05-02,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,83.23,8.43,37.3,1.78,True,False,stable
BAT01803,2021-05-03,DRG003,Atorvastatin Calcium,SUP023,Mylan API Japan,95.92,2.47,31.2,1.84,True,True,stable
BAT00676,2021-05-03,DRG004,Metformin HCl,SUP006,Zhejiang Pharma Chemical,83.55,8.16,40.3,1.73,True,False,stable
BAT01070,2021-05-04,DRG010,Ciprofloxacin HCl,SUP009,Shandong Xinhua API,81.32,10.33,30.9,1.74,True,False,stable
BAT00183,2021-05-04,DRG005,Glimepiride,SUP002,Cipla Chemical Works,89.23,5.3,33.7,1.96,True,False,stable
BAT01433,2021-05-04,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,90.54,4.77,29.3,1.89,True,False,stable
BAT01451,2021-05-06,DRG014,Pantoprazole Sodium,SUP015,Polpharma API Poland,90.41,4.26,30.9,2.03,True,False,stable
BAT00485,2021-05-06,DRG018,Cetirizine HCl,SUP004,Laurus Labs Synthesis,84.98,7.56,33.5,1.88,True,False,declining
BAT00651,2021-05-06,DRG001,Lisinopril,SUP006,Zhejiang Pharma Chemical,83.23,8.49,38.8,1.7,True,False,stable
BAT00986,2021-05-06,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,84.93,8.02,34.8,1.95,True,False,stable
BAT00268,2021-05-07,DRG016,Escitalopram Oxalate,SUP002,Cipla Chemical Works,90.44,4.49,33.0,1.56,True,False,stable
BAT00593,2021-05-08,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,93.77,3.35,30.3,1.4,True,False,stable
BAT00218,2021-05-09,DRG009,Azithromycin,SUP002,Cipla Chemical Works,89.8,4.48,29.6,1.83,True,False,stable
BAT00802,2021-05-10,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,10.15,37.3,2.1,False,False,declining
BAT01481,2021-05-11,DRG003,Atorvastatin Calcium,SUP016,Pfizer CentreOne API,99.1,0.71,29.0,2.09,True,True,stable
BAT00788,2021-05-11,DRG018,Cetirizine HCl,SUP006,Zhejiang Pharma Chemical,82.7,8.34,39.1,1.8,True,False,stable
BAT01670,2021-05-11,DRG009,Azithromycin,SUP020,Teva API Israel,93.26,3.12,32.4,1.57,True,False,stable
BAT00909,2021-05-11,DRG006,Ibuprofen,SUP008,CSPC Pharma Intermediates,84.1,8.38,37.5,1.49,True,False,stable
BAT01931,2021-05-12,DRG008,Amoxicillin Trihydrate,SUP025,Lupin API Division,89.79,5.37,34.6,1.92,True,False,stable
BAT00855,2021-05-12,DRG014,Pantoprazole Sodium,SUP007,Huahai Pharmaceutical API,80.0,10.22,41.5,2.29,True,False,declining
BAT00251,2021-05-12,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,89.03,4.84,37.3,1.27,True,False,stable
BAT01620,2021-05-14,DRG001,Lisinopril,SUP020,Teva API Israel,93.64,3.81,37.8,1.86,True,False,stable
BAT00073,2021-05-14,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,89.44,6.24,30.1,1.71,True,False,stable
BAT00486,2021-05-16,DRG018,Cetirizine HCl,SUP004,Laurus Labs Synthesis,84.28,7.6,39.1,1.87,True,False,declining
BAT00552,2021-05-17,DRG011,Salbutamol Sulfate,SUP005,Divi's Laboratories API,92.3,3.26,30.1,1.71,True,False,stable
BAT00662,2021-05-17,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,81.88,7.87,33.9,1.91,True,False,stable
BAT01656,2021-05-18,DRG005,Glimepiride,SUP020,Teva API Israel,94.09,3.54,35.7,1.52,True,False,stable
BAT00803,2021-05-19,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,10.24,37.7,2.64,True,False,declining
BAT00109,2021-05-19,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,86.42,6.03,31.5,1.62,True,False,stable
BAT01341,2021-05-20,DRG013,Omeprazole,SUP014,Euroapi France,93.39,2.89,31.4,1.56,True,False,stable
BAT00230,2021-05-20,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,90.54,5.0,36.6,1.19,True,False,stable
BAT01859,2021-05-20,DRG001,Lisinopril,SUP025,Lupin API Division,88.34,5.42,38.3,2.08,True,False,stable
BAT01860,2021-05-21,DRG001,Lisinopril,SUP025,Lupin API Division,89.06,5.43,35.5,1.77,True,False,stable
BAT01163,2021-05-22,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,97.55,1.43,25.2,1.51,True,True,stable
BAT01327,2021-05-23,DRG008,Amoxicillin Trihydrate,SUP014,Euroapi France,93.9,2.99,41.8,1.83,True,False,stable
BAT00594,2021-05-23,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,92.79,3.27,35.2,1.5,True,False,stable
BAT00536,2021-05-24,DRG009,Azithromycin,SUP005,Divi's Laboratories API,94.88,3.49,33.3,1.55,True,False,stable
BAT00663,2021-05-24,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,82.46,8.76,34.9,1.93,True,False,stable
BAT01590,2021-05-25,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,96.0,2.12,32.0,1.97,True,True,stable
BAT00219,2021-05-26,DRG009,Azithromycin,SUP002,Cipla Chemical Works,90.33,4.88,33.8,1.35,True,False,stable
BAT01186,2021-05-26,DRG015,Sertraline HCl,SUP010,Novartis API GmbH,96.65,0.76,31.2,1.23,True,True,stable
BAT01216,2021-05-27,DRG006,Ibuprofen,SUP011,BASF Pharma Solutions,96.04,2.03,33.4,1.72,True,True,stable
BAT00987,2021-05-27,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,82.95,7.82,35.6,1.92,True,False,stable
BAT01671,2021-05-27,DRG009,Azithromycin,SUP020,Teva API Israel,93.7,3.35,27.9,1.63,True,False,stable
BAT00433,2021-05-28,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,83.33,7.83,39.6,1.77,False,False,declining
BAT01250,2021-05-28,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,96.38,2.07,34.7,1.57,True,True,stable
BAT00568,2021-05-28,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,93.22,3.53,28.2,1.79,True,False,stable
BAT01295,2021-05-29,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,98.66,0.68,34.2,2.13,True,True,stable
BAT01217,2021-05-29,DRG006,Ibuprofen,SUP011,BASF Pharma Solutions,95.26,1.86,33.4,1.44,True,True,stable
BAT01762,2021-05-29,DRG014,Pantoprazole Sodium,SUP021,Aspen Pharmacare API,87.57,6.59,38.8,1.93,True,False,stable
BAT00282,2021-05-29,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,91.07,5.21,34.4,1.28,True,False,stable
BAT01672,2021-05-30,DRG009,Azithromycin,SUP020,Teva API Israel,92.85,3.47,30.4,1.97,True,False,stable
BAT00664,2021-05-31,DRG003,Atorvastatin Calcium,SUP006,Zhejiang Pharma Chemical,80.66,8.58,40.7,2.23,True,False,stable
BAT00252,2021-05-31,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,89.18,4.89,34.9,1.6,True,False,stable
BAT00283,2021-05-31,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,90.03,4.57,33.6,1.73,True,False,stable
BAT01515,2021-06-01,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,95.9,0.93,29.3,1.95,True,True,stable
BAT01944,2021-06-01,DRG013,Omeprazole,SUP025,Lupin API Division,88.26,5.58,39.0,1.57,False,False,stable
BAT00537,2021-06-02,DRG009,Azithromycin,SUP005,Divi's Laboratories API,92.85,3.8,32.6,1.43,True,False,stable
BAT00677,2021-06-02,DRG004,Metformin HCl,SUP006,Zhejiang Pharma Chemical,83.86,9.01,33.0,2.03,True,False,stable
BAT00713,2021-06-02,DRG007,Acetaminophen (Paracetamol),SUP006,Zhejiang Pharma Chemical,82.62,8.49,30.8,1.42,True,False,stable
BAT01342,2021-06-02,DRG013,Omeprazole,SUP014,Euroapi France,93.63,3.48,29.9,1.55,True,False,stable
BAT01096,2021-06-03,DRG003,Atorvastatin Calcium,SUP010,Novartis API GmbH,97.88,1.28,35.6,1.56,True,True,stable
BAT01887,2021-06-03,DRG004,Metformin HCl,SUP025,Lupin API Division,90.33,5.51,30.2,1.72,True,False,stable
BAT01861,2021-06-04,DRG001,Lisinopril,SUP025,Lupin API Division,90.53,5.56,36.7,1.48,True,False,stable
BAT00714,2021-06-04,DRG007,Acetaminophen (Paracetamol),SUP006,Zhejiang Pharma Chemical,82.34,8.15,39.2,1.9,True,False,stable
BAT01434,2021-06-05,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,91.9,4.05,32.4,1.74,True,False,stable
BAT01071,2021-06-06,DRG010,Ciprofloxacin HCl,SUP009,Shandong Xinhua API,82.25,9.67,42.3,2.01,True,False,stable
BAT00194,2021-06-06,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,89.89,4.79,35.8,1.62,True,False,stable
BAT00422,2021-06-10,DRG004,Metformin HCl,SUP004,Laurus Labs Synthesis,85.81,7.42,43.6,2.14,True,False,declining
BAT00951,2021-06-10,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,82.6,8.03,38.5,2.07,True,False,stable
BAT01164,2021-06-11,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,95.99,1.27,29.2,1.33,True,True,stable
BAT00595,2021-06-12,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,92.29,3.6,32.2,1.79,True,False,stable
BAT00693,2021-06-13,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,83.02,8.52,32.1,1.63,True,False,stable
BAT01779,2021-06-14,DRG004,Metformin HCl,SUP022,Cristalia Brazil API,86.91,7.09,40.6,2.05,True,False,declining
BAT01693,2021-06-14,DRG013,Omeprazole,SUP020,Teva API Israel,93.68,3.63,31.6,1.69,True,False,stable
BAT01492,2021-06-15,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,97.86,0.99,31.1,2.18,True,True,stable
BAT00451,2021-06-16,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,83.98,7.39,35.1,2.35,True,False,declining
BAT01482,2021-06-16,DRG003,Atorvastatin Calcium,SUP016,Pfizer CentreOne API,99.55,0.93,33.5,1.59,True,True,stable
BAT01830,2021-06-17,DRG016,Escitalopram Oxalate,SUP023,Mylan API Japan,97.21,1.87,32.3,1.77,True,True,stable
BAT00129,2021-06-17,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,87.31,5.88,34.3,2.16,True,False,stable
BAT00284,2021-06-17,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,89.62,4.51,38.2,1.55,True,False,stable
BAT00628,2021-06-18,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,93.03,3.23,35.9,1.77,True,False,stable
BAT01251,2021-06-18,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,95.68,2.89,28.9,2.14,False,False,stable
BAT01410,2021-06-18,DRG006,Ibuprofen,SUP015,Polpharma API Poland,90.78,4.09,31.4,1.68,True,False,stable
BAT00434,2021-06-19,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,85.56,8.28,35.3,2.8,True,False,declining
BAT00473,2021-06-19,DRG014,Pantoprazole Sodium,SUP004,Laurus Labs Synthesis,85.24,6.99,42.4,1.98,True,False,declining
BAT01252,2021-06-20,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,95.73,2.66,31.6,1.35,True,True,stable
BAT01739,2021-06-21,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,88.25,6.81,39.4,1.85,True,False,stable
BAT01139,2021-06-22,DRG009,Azithromycin,SUP010,Novartis API GmbH,96.43,1.74,28.8,1.56,True,True,stable
BAT01493,2021-06-23,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,98.75,1.03,29.7,1.92,True,True,stable
BAT00487,2021-06-24,DRG018,Cetirizine HCl,SUP004,Laurus Labs Synthesis,85.22,7.93,36.0,2.14,True,False,declining
BAT01034,2021-06-25,DRG006,Ibuprofen,SUP009,Shandong Xinhua API,81.12,9.59,41.5,2.5,True,False,stable
BAT00130,2021-06-26,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,88.47,5.71,28.2,1.92,True,False,stable
BAT01097,2021-06-28,DRG003,Atorvastatin Calcium,SUP010,Novartis API GmbH,97.27,1.0,31.7,1.68,True,True,stable
BAT01831,2021-06-28,DRG016,Escitalopram Oxalate,SUP023,Mylan API Japan,94.78,2.39,26.1,2.12,True,False,stable
BAT01411,2021-06-30,DRG006,Ibuprofen,SUP015,Polpharma API Poland,91.53,4.55,31.5,1.48,True,False,stable
BAT01229,2021-07-02,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,96.27,1.94,32.0,2.12,True,True,stable
BAT01098,2021-07-02,DRG003,Atorvastatin Calcium,SUP010,Novartis API GmbH,96.98,1.17,35.6,1.47,True,True,stable
BAT00038,2021-07-03,DRG004,Metformin HCl,SUP001,Aurobindo API Ltd,86.88,6.39,31.6,2.12,True,False,stable
BAT00110,2021-07-04,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,86.95,5.69,38.2,2.26,True,False,stable
BAT00768,2021-07-04,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,83.15,8.39,32.7,1.74,True,False,stable
BAT01187,2021-07-05,DRG015,Sertraline HCl,SUP010,Novartis API GmbH,96.89,0.81,31.6,1.72,True,True,stable
BAT00003,2021-07-05,DRG001,Lisinopril,SUP001,Aurobindo API Ltd,88.3,6.32,37.9,1.44,True,False,stable
BAT01483,2021-07-06,DRG003,Atorvastatin Calcium,SUP016,Pfizer CentreOne API,98.53,1.02,31.7,1.36,True,True,stable
BAT01763,2021-07-06,DRG014,Pantoprazole Sodium,SUP021,Aspen Pharmacare API,86.01,6.6,31.6,1.75,True,False,stable
BAT01085,2021-07-07,DRG002,Amlodipine Besylate,SUP010,Novartis API GmbH,96.14,1.68,32.7,1.12,True,True,stable
BAT00520,2021-07-08,DRG003,Atorvastatin Calcium,SUP005,Divi's Laboratories API,91.37,3.04,34.2,1.69,True,False,stable
BAT01832,2021-07-08,DRG016,Escitalopram Oxalate,SUP023,Mylan API Japan,95.98,2.46,31.7,1.57,True,True,stable
BAT01792,2021-07-08,DRG007,Acetaminophen (Paracetamol),SUP022,Cristalia Brazil API,85.73,7.14,37.7,1.81,True,False,declining
BAT01035,2021-07-09,DRG006,Ibuprofen,SUP009,Shandong Xinhua API,82.15,9.63,36.7,1.41,True,False,stable
BAT00474,2021-07-09,DRG014,Pantoprazole Sodium,SUP004,Laurus Labs Synthesis,84.95,8.09,37.3,2.3,True,False,declining
BAT01230,2021-07-10,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,94.47,2.27,33.7,1.42,True,False,stable
BAT00729,2021-07-10,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,84.2,8.49,35.6,2.21,True,False,stable
BAT01165,2021-07-11,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,96.53,1.49,31.5,1.27,True,True,stable
BAT00925,2021-07-11,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,83.55,8.28,32.6,1.78,True,False,stable
BAT00730,2021-07-12,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,81.8,8.56,37.1,1.53,True,False,stable
BAT00748,2021-07-12,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,83.12,8.67,36.1,1.9,True,False,stable
BAT01412,2021-07-12,DRG006,Ibuprofen,SUP015,Polpharma API Poland,89.34,4.92,35.2,2.09,True,False,stable
BAT01553,2021-07-12,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,96.52,1.47,32.6,1.75,True,True,stable
BAT01631,2021-07-12,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,93.52,3.45,31.4,1.53,True,False,stable
BAT00004,2021-07-14,DRG001,Lisinopril,SUP001,Aurobindo API Ltd,88.34,5.94,36.1,1.15,True,False,stable
BAT01309,2021-07-14,DRG005,Glimepiride,SUP014,Euroapi France,94.42,2.97,38.3,1.89,True,False,stable
BAT01740,2021-07-15,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,85.61,6.96,38.9,1.49,True,False,stable
BAT01310,2021-07-15,DRG005,Glimepiride,SUP014,Euroapi France,95.57,3.41,34.6,1.76,True,False,stable
BAT00039,2021-07-15,DRG004,Metformin HCl,SUP001,Aurobindo API Ltd,87.35,5.73,34.4,1.51,True,False,stable
BAT01780,2021-07-16,DRG004,Metformin HCl,SUP022,Cristalia Brazil API,84.57,7.43,36.9,2.4,True,False,declining
BAT01554,2021-07-16,DRG012,Montelukast Sodium,SUP017,Thermo Fisher Pharma,97.66,1.41,32.9,1.15,True,True,stable
BAT01862,2021-07-18,DRG001,Lisinopril,SUP025,Lupin API Division,88.53,5.73,33.3,2.11,True,False,stable
BAT01072,2021-07-18,DRG010,Ciprofloxacin HCl,SUP009,Shandong Xinhua API,80.85,9.59,39.0,2.18,True,False,stable
BAT01012,2021-07-19,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,81.44,9.49,35.1,1.65,True,False,stable
BAT01073,2021-07-19,DRG010,Ciprofloxacin HCl,SUP009,Shandong Xinhua API,81.66,9.39,33.7,2.22,True,False,stable
BAT01932,2021-07-20,DRG008,Amoxicillin Trihydrate,SUP025,Lupin API Division,89.15,5.39,32.6,1.75,True,False,stable
BAT01435,2021-07-20,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,91.52,4.77,35.1,1.96,True,False,stable
BAT00111,2021-07-20,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,88.19,6.47,35.3,1.95,True,False,stable
BAT00952,2021-07-21,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,86.42,8.13,39.6,1.97,True,False,stable
BAT00538,2021-07-23,DRG009,Azithromycin,SUP005,Divi's Laboratories API,92.66,3.54,30.7,1.58,False,False,stable
BAT01372,2021-07-23,DRG002,Amlodipine Besylate,SUP015,Polpharma API Poland,91.43,4.66,35.5,1.68,True,False,stable
BAT00285,2021-07-24,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,92.15,4.8,33.7,1.89,True,False,stable
BAT00423,2021-07-26,DRG004,Metformin HCl,SUP004,Laurus Labs Synthesis,83.87,7.71,34.8,2.19,True,False,declining
BAT00184,2021-07-29,DRG005,Glimepiride,SUP002,Cipla Chemical Works,90.68,4.68,32.8,1.67,True,False,stable
BAT00149,2021-07-29,DRG001,Lisinopril,SUP002,Cipla Chemical Works,89.8,4.4,34.5,2.04,True,False,stable
BAT00321,2021-07-29,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,91.99,4.92,31.7,0.99,True,False,stable
BAT01712,2021-07-30,DRG018,Cetirizine HCl,SUP020,Teva API Israel,92.94,3.81,32.4,1.93,True,False,stable
BAT01386,2021-07-31,DRG004,Metformin HCl,SUP015,Polpharma API Poland,92.11,4.9,34.8,1.72,True,False,stable
BAT00286,2021-07-31,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,90.49,4.16,34.2,1.72,True,False,stable
BAT00953,2021-07-31,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,84.8,7.91,34.2,2.05,True,False,stable
BAT00886,2021-08-01,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,83.35,7.83,37.0,2.03,True,False,stable
BAT01360,2021-08-02,DRG001,Lisinopril,SUP015,Polpharma API Poland,90.98,4.83,36.4,1.46,False,False,stable
BAT00503,2021-08-02,DRG002,Amlodipine Besylate,SUP005,Divi's Laboratories API,92.0,4.04,26.0,1.78,True,False,stable
BAT01494,2021-08-02,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,97.89,1.13,28.3,1.99,True,True,stable
BAT00358,2021-08-03,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,90.14,4.59,29.3,1.37,True,False,stable
BAT01612,2021-08-03,DRG015,Sertraline HCl,SUP018,Cambrex API Corp,96.23,2.63,35.4,1.36,True,True,stable
BAT01468,2021-08-04,DRG018,Cetirizine HCl,SUP015,Polpharma API Poland,91.33,4.59,33.7,1.58,True,False,stable
BAT01343,2021-08-04,DRG013,Omeprazole,SUP014,Euroapi France,96.41,3.07,29.0,1.88,False,False,stable
BAT01166,2021-08-04,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,97.31,1.42,25.3,1.5,True,True,stable
BAT01099,2021-08-04,DRG003,Atorvastatin Calcium,SUP010,Novartis API GmbH,96.52,1.42,31.0,1.38,True,True,stable
BAT00504,2021-08-05,DRG002,Amlodipine Besylate,SUP005,Divi's Laboratories API,92.4,3.4,36.0,1.27,True,False,stable
BAT00731,2021-08-05,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,82.14,8.34,38.9,1.96,True,False,stable
BAT00569,2021-08-05,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,94.64,3.31,32.0,1.81,True,False,stable
BAT00387,2021-08-07,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,89.79,3.98,36.7,1.35,True,False,stable
BAT01713,2021-08-07,DRG018,Cetirizine HCl,SUP020,Teva API Israel,92.61,3.3,30.7,1.8,True,False,stable
BAT01955,2021-08-07,DRG018,Cetirizine HCl,SUP025,Lupin API Division,89.59,5.18,32.3,1.36,True,False,stable
BAT00220,2021-08-08,DRG009,Azithromycin,SUP002,Cipla Chemical Works,90.94,5.03,30.5,2.29,True,False,stable
BAT00112,2021-08-08,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,88.11,5.79,32.0,0.79,True,False,stable
BAT00074,2021-08-08,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,89.92,6.25,33.4,1.77,True,False,stable
BAT00435,2021-08-09,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,85.2,8.13,38.2,2.73,True,False,declining
BAT01231,2021-08-10,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,94.13,1.73,32.4,2.14,True,False,stable
BAT01253,2021-08-10,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,96.04,2.65,28.3,1.94,True,True,stable
BAT00694,2021-08-11,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,83.54,8.59,38.8,1.99,True,False,stable
BAT01232,2021-08-11,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,98.03,1.6,30.1,0.94,True,True,stable
BAT01632,2021-08-11,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,93.67,3.67,36.2,2.04,True,False,stable
BAT00970,2021-08-13,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,84.58,7.25,34.4,2.07,True,False,stable
BAT00789,2021-08-14,DRG018,Cetirizine HCl,SUP006,Zhejiang Pharma Chemical,84.26,8.32,34.2,1.71,True,False,stable
BAT01572,2021-08-14,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,96.95,2.07,37.3,1.65,True,True,stable
BAT01452,2021-08-14,DRG014,Pantoprazole Sodium,SUP015,Polpharma API Poland,90.86,4.99,33.2,1.76,True,False,stable
BAT01036,2021-08-14,DRG006,Ibuprofen,SUP009,Shandong Xinhua API,80.0,9.77,32.0,1.41,True,False,stable
BAT00910,2021-08-16,DRG006,Ibuprofen,SUP008,CSPC Pharma Intermediates,83.8,7.83,39.9,1.38,True,False,stable
BAT01413,2021-08-16,DRG006,Ibuprofen,SUP015,Polpharma API Poland,91.45,3.92,30.1,1.81,True,False,stable
BAT01361,2021-08-16,DRG001,Lisinopril,SUP015,Polpharma API Poland,89.61,4.61,31.4,2.04,False,False,stable
BAT00055,2021-08-16,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,87.6,6.16,34.9,1.6,True,False,stable
